,Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Applicant_log,CoapplicantIncome_log,LoanAmount_log,new_income,loan,EMI,Dependents_1,Dependents_2,Dependents_3,Property_Area_Semiurban,Property_Area_Urban
35,1,1,0,0,2275.0,2067.0,146.41216216216216,360.0,1.0,1,7.730174795246222,7.63433723562832,4.9932324876279095,0,0,0.40670045045045045,0,0,0,0,1
36,1,1,0,0,1828.0,1330.0,100.0,342.0,1.0,0,7.511524648390866,7.193685818395112,4.61512051684126,0,0,0.29239766081871343,0,0,0,0,1
37,0,1,0,0,3667.0,1459.0,144.0,360.0,1.0,1,8.207401833376355,7.286191714702382,4.976733742420574,0,0,0.4,0,0,0,1,0
38,1,0,0,0,4166.0,2297.25,184.0,360.0,1.0,1,8.334951631422454,8.88336291691676,5.220355825078325,0,0,0.5111111111111111,0,0,0,0,1
39,1,0,1,0,3748.0,1668.0,110.0,360.0,1.0,1,8.229244416735913,7.419979923661835,4.709530201312334,0,0,0.3055555555555556,0,0,0,1,0
40,1,0,0,0,3600.0,0.0,80.0,360.0,1.0,0,8.188966863648876,0.0,4.394449154672439,0,0,0.2222222222222222,0,0,0,0,1
41,1,0,0,0,1800.0,1213.0,47.0,360.0,1.0,1,7.496097345175956,7.101675971619444,3.8712010109078907,0,0,0.13055555555555556,0,0,0,0,1
42,1,1,0,0,2400.0,0.0,75.0,360.0,1.0,1,7.783640596221253,0.0,4.330733340286331,0,0,0.20833333333333334,0,0,0,0,1
43,1,1,0,0,3941.0,2336.0,134.0,360.0,1.0,1,8.279443487712665,7.756623334538858,4.90527477843843,0,0,0.37222222222222223,0,0,0,1,0
44,1,1,1,1,4695.0,0.0,96.0,342.0,1.0,1,8.454466361507933,0.0,4.574710978503383,0,0,0.2807017543859649,0,0,0,0,1
45,0,0,0,0,3410.0,0.0,88.0,342.0,1.0,1,8.134760782418645,0.0,4.48863636973214,0,0,0.2573099415204678,0,0,0,0,1
46,1,1,0,0,5649.0,0.0,44.0,360.0,1.0,1,8.639410824140487,0.0,3.8066624897703196,0,0,0.12222222222222222,1,0,0,0,1
47,1,1,0,0,5821.0,0.0,144.0,360.0,1.0,1,8.669399124305569,0.0,4.976733742420574,0,0,0.4,0,0,0,0,1
48,0,1,0,0,2645.0,3440.0,120.0,360.0,1.0,0,7.880804344674901,8.14351740579748,4.795790545596741,0,0,0.3333333333333333,0,0,0,0,1
49,0,0,0,0,4000.0,2275.0,144.0,360.0,1.0,1,8.294299608857235,7.730174795246222,4.976733742420574,0,0,0.4,0,0,0,1,0
50,0,1,1,0,1928.0,1644.0,100.0,360.0,1.0,1,7.564757012905729,7.405495663199472,4.61512051684126,0,0,0.2777777777777778,0,0,0,1,0
51,0,0,0,0,3086.0,0.0,120.0,360.0,1.0,1,8.034955024502159,0.0,4.795790545596741,0,0,0.3333333333333333,0,0,0,1,0
52,0,0,0,0,4230.0,0.0,112.0,360.0,1.0,0,8.350193650720067,0.0,4.727387818712341,0,0,0.3111111111111111,0,0,0,1,0
53,1,1,0,0,4616.0,0.0,134.0,360.0,1.0,0,8.43750042250699,0.0,4.90527477843843,0,0,0.37222222222222223,0,1,0,0,1
54,0,1,0,1,11500.0,0.0,164.75,360.0,1.0,0,9.350189267092581,0.0,5.659482215759621,0,0,0.7944444444444444,1,0,0,0,1
55,1,1,0,0,2708.0,1167.0,97.0,360.0,1.0,1,7.904334842085095,7.0630481633881725,4.584967478670572,0,0,0.26944444444444443,0,1,0,1,0
56,1,1,0,0,2132.0,1591.0,96.0,360.0,1.0,1,7.665284718471351,7.3727463664043285,4.574710978503383,0,0,0.26666666666666666,0,0,0,1,0
57,1,1,0,0,3366.0,2200.0,135.0,360.0,1.0,0,8.121777419161074,7.696667081526462,4.912654885736052,0,0,0.375,0,0,0,0,0
58,1,1,0,0,8080.0,2250.0,180.0,360.0,1.0,1,8.997270906233448,7.719129840906732,5.198497031265826,0,0,0.5,1,0,0,0,1
59,1,1,1,0,3357.0,2859.0,144.0,360.0,1.0,1,8.119100837637486,7.958576903813898,4.976733742420574,0,0,0.4,0,1,0,0,1
60,1,1,0,0,2500.0,3796.0,120.0,360.0,1.0,1,7.824445930877619,8.241966560231802,4.795790545596741,0,0,0.3333333333333333,0,0,0,0,1
61,1,1,0,0,3029.0,0.0,99.0,360.0,1.0,1,8.016317898503415,0.0,4.605170185988092,0,0,0.275,0,0,1,0,1
62,1,1,1,1,2609.0,3449.0,165.0,180.0,1.0,0,7.867105500316739,8.146129510025405,5.111987788356544,0,0,0.9166666666666666,0,0,0,0,0
63,1,1,0,0,4945.0,0.0,146.41216216216216,360.0,1.0,0,8.506334448081361,0.0,4.9932324876279095,0,0,0.40670045045045045,1,0,0,0,0
64,0,0,0,0,4166.0,0.0,116.0,360.0,1.0,0,8.334951631422454,0.0,4.762173934797756,0,0,0.32222222222222224,0,0,0,1,0
65,1,1,0,0,5726.0,4595.0,258.0,360.0,1.0,0,8.652947112393857,8.432941638968646,5.556828061699537,0,0,0.7166666666666667,0,0,0,1,0
66,1,0,1,0,3200.0,2254.0,126.0,180.0,1.0,0,8.071218539969863,7.720905251936779,4.844187086458591,0,0,0.7,0,0,0,0,1
67,1,1,0,0,10750.0,0.0,164.75,360.0,1.0,1,9.282754052485227,0.0,5.746203190540153,0,0,0.8666666666666667,1,0,0,0,1
68,1,1,1,1,7100.0,0.0,125.0,60.0,1.0,1,8.867990898182093,0.0,4.836281906951478,0,0,2.0833333333333335,0,0,1,0,1
69,0,0,0,0,4300.0,0.0,136.0,360.0,1.0,0,8.366602832783736,0.0,4.919980925828125,0,0,0.37777777777777777,0,0,0,1,0
70,1,1,0,0,3208.0,3066.0,172.0,360.0,1.0,1,8.073714641109857,8.028455164114252,5.153291594497779,0,0,0.4777777777777778,0,0,0,0,1
71,1,1,1,1,1875.0,1875.0,97.0,360.0,1.0,1,7.53689712956617,7.53689712956617,4.584967478670572,0,0,0.26944444444444443,0,1,0,1,0
72,1,0,0,0,3500.0,0.0,81.0,300.0,1.0,1,8.160803920954665,0.0,4.406719247264253,0,0,0.27,0,0,0,1,0
73,1,1,1,0,4755.0,0.0,95.0,342.0,1.0,0,8.467162257810672,0.0,4.564348191467836,0,0,0.2777777777777778,0,0,1,1,0
74,1,1,0,1,5266.0,1774.0,187.0,360.0,1.0,1,8.569216219483389,7.4815557019095165,5.236441962829949,0,0,0.5194444444444445,0,0,1,1,0
75,1,0,0,0,3750.0,0.0,113.0,480.0,1.0,0,8.229777750081887,0.0,4.736198448394496,0,0,0.23541666666666666,0,0,0,0,1
76,1,0,0,0,3750.0,4750.0,176.0,360.0,1.0,0,8.229777750081887,8.46611040118692,5.176149732573829,0,0,0.4888888888888889,0,0,0,0,1
77,1,1,0,1,1000.0,3022.0,110.0,360.0,1.0,0,6.90875477931522,8.014004994779459,4.709530201312334,0,0,0.3055555555555556,1,0,0,0,1
78,1,1,0,0,3167.0,4000.0,180.0,300.0,1.0,0,8.060855752934316,8.294299608857235,5.198497031265826,0,0,0.6,0,0,1,1,0
79,1,1,1,1,3333.0,2166.0,130.0,360.0,1.0,1,8.111928063310739,7.681099001536359,4.875197323201151,0,0,0.3611111111111111,0,0,1,1,0
80,0,0,0,0,3846.0,0.0,111.0,360.0,1.0,1,8.255048902752295,0.0,4.718498871295094,0,0,0.30833333333333335,0,0,0,1,0
81,1,1,0,1,2395.0,0.0,146.41216216216216,360.0,1.0,1,7.78155595923534,0.0,4.9932324876279095,0,0,0.40670045045045045,1,0,0,1,0
82,0,1,0,0,1378.0,1881.0,167.0,360.0,1.0,0,7.229113877793302,7.540090320145325,5.123963979403259,0,0,0.4638888888888889,0,1,0,0,1
83,1,1,0,0,6000.0,2250.0,164.75,360.0,1.0,0,8.699681400989514,7.719129840906732,5.583496308781699,0,0,0.7361111111111112,0,0,0,1,0
84,1,1,0,0,3988.0,0.0,50.0,240.0,1.0,1,8.291295851905407,0.0,3.9318256327243257,0,0,0.20833333333333334,1,0,0,0,1
85,1,0,0,0,2366.0,2531.0,136.0,360.0,1.0,1,7.769378609513984,7.836764783264067,4.919980925828125,0,0,0.37777777777777777,0,0,0,1,0
86,1,1,1,0,3333.0,2000.0,99.0,360.0,1.0,1,8.111928063310739,7.601402334583733,4.605170185988092,0,0,0.275,0,1,0,1,0
87,1,1,0,0,2500.0,2118.0,104.0,360.0,1.0,1,7.824445930877619,7.6586995582682995,4.653960350157523,0,0,0.28888888888888886,0,0,0,1,0
88,1,0,0,0,8566.0,0.0,210.0,360.0,1.0,1,9.055672891964043,0.0,5.351858133476067,0,0,0.5833333333333334,0,0,0,0,1
89,1,1,0,0,5695.0,4167.0,175.0,360.0,1.0,1,8.647519453091812,8.335191583433202,5.170483995038151,0,0,0.4861111111111111,0,0,0,1,0
90,1,1,0,0,2958.0,2900.0,131.0,360.0,1.0,1,7.99260665240021,7.972810784121404,4.882801922586371,0,0,0.3638888888888889,0,0,0,1,0
91,1,1,0,0,6250.0,5654.0,188.0,180.0,1.0,1,8.740496729931813,8.640295388550221,5.241747015059643,0,0,1.0444444444444445,0,1,0,1,0
92,1,1,1,0,3273.0,1820.0,81.0,360.0,1.0,1,8.09376775793108,7.507141079727608,4.406719247264253,0,0,0.225,0,1,0,0,1
93,1,0,0,0,4133.0,0.0,122.0,360.0,1.0,1,8.327000740241713,0.0,4.812184355372417,0,0,0.3388888888888889,0,0,0,1,0
94,1,0,1,0,3620.0,0.0,25.0,120.0,1.0,1,8.19450550976564,0.0,3.258096538021482,0,0,0.20833333333333334,0,0,0,1,0
95,1,0,0,0,6782.0,0.0,146.41216216216216,360.0,1.0,0,8.82217476094608,0.0,4.9932324876279095,0,0,0.40670045045045045,0,0,0,0,1
96,0,1,0,0,2484.0,2302.0,137.0,360.0,1.0,1,7.818027938530729,7.741967899820685,4.927253685157205,0,0,0.38055555555555554,0,0,0,1,0
97,1,1,0,0,1977.0,997.0,50.0,360.0,1.0,1,7.589841512182657,6.905753276311464,3.9318256327243257,0,0,0.1388888888888889,0,0,0,1,0
98,1,1,1,0,4188.0,0.0,115.0,180.0,1.0,1,8.340217320947035,0.0,4.7535901911063645,0,0,0.6388888888888888,0,0,0,1,0
99,1,1,0,0,1759.0,3541.0,131.0,360.0,1.0,1,7.473069088032197,8.17244681834278,4.882801922586371,0,0,0.3638888888888889,0,0,0,1,0
100,1,1,1,0,4288.0,3263.0,133.0,180.0,1.0,1,8.36380888451688,8.090708716083997,4.897839799950911,0,0,0.7388888888888889,0,1,0,0,1
101,1,0,0,0,4843.0,3806.0,151.0,360.0,1.0,1,8.485496104672983,8.244596756382498,5.0238805208462765,0,0,0.41944444444444445,0,0,0,1,0
102,1,1,0,0,13650.0,0.0,146.41216216216216,360.0,1.0,1,9.521568058002977,0.0,4.9932324876279095,0,0,0.40670045045045045,0,0,0,0,1
103,1,1,0,0,4652.0,3583.0,146.41216216216216,360.0,1.0,1,8.445267451844648,8.18423477409482,4.9932324876279095,0,0,0.40670045045045045,0,0,0,1,0
104,1,1,0,0,3816.0,754.0,160.0,360.0,1.0,1,8.247220052745229,6.626717749249025,5.081404364984463,0,0,0.4444444444444444,0,0,0,0,1
105,1,1,0,0,3052.0,1030.0,100.0,360.0,1.0,1,8.023879992734878,6.93828448401696,4.61512051684126,0,0,0.2777777777777778,1,0,0,0,1
106,1,1,0,0,11417.0,1126.0,225.0,360.0,1.0,1,9.342946336524204,7.027314514039777,5.420534999272286,0,0,0.625,0,1,0,0,1
107,1,0,1,0,7333.0,0.0,120.0,360.0,1.0,0,8.900276348631271,0.0,4.795790545596741,0,0,0.3333333333333333,0,0,0,0,0
108,1,1,0,0,3800.0,3600.0,216.0,360.0,1.0,0,8.24301946898925,8.188966863648876,5.37989735354046,0,0,0.6,0,1,0,0,1
109,1,1,1,0,2071.0,754.0,94.0,480.0,1.0,1,7.6362696033793735,6.626717749249025,4.553876891600541,0,0,0.19583333333333333,0,0,1,1,0
110,1,0,0,0,5316.0,0.0,136.0,360.0,1.0,1,8.57866451350434,0.0,4.919980925828125,0,0,0.37777777777777777,0,0,0,0,1
111,0,1,0,0,2929.0,2333.0,139.0,360.0,1.0,1,7.982757702011113,7.755338812846501,4.941642422609304,0,0,0.3861111111111111,0,0,0,1,0
112,1,1,1,0,3572.0,4114.0,152.0,342.0,1.0,0,8.181160858023409,8.32239411311117,5.030437921392435,0,0,0.4444444444444444,0,0,0,0,0
113,0,0,0,1,7451.0,0.0,146.41216216216216,360.0,1.0,1,8.916237731721479,0.0,4.9932324876279095,0,0,0.40670045045045045,1,0,0,1,0
114,1,0,0,0,5050.0,0.0,118.0,360.0,1.0,1,8.527341522468053,0.0,4.77912349311153,0,0,0.3277777777777778,0,0,0,1,0
115,1,1,0,0,14583.0,0.0,185.0,180.0,1.0,1,9.5876803163585,0.0,5.225746673713202,0,0,1.0277777777777777,1,0,0,0,0
116,0,1,0,0,3167.0,2283.0,154.0,360.0,1.0,1,8.060855752934316,7.7336835707759,5.043425116919247,0,0,0.42777777777777776,0,0,0,1,0
117,1,1,0,0,2214.0,1398.0,85.0,360.0,1.0,1,7.703007682479236,7.243512974665482,4.454347296253507,0,0,0.2361111111111111,1,0,0,0,1
118,1,1,0,0,5568.0,2142.0,175.0,360.0,1.0,0,8.624970783589669,7.669961995473577,5.170483995038151,0,0,0.4861111111111111,0,0,0,0,0
119,0,0,0,0,10408.0,0.0,259.0,360.0,1.0,1,9.250426095515468,0.0,5.560681631015528,0,0,0.7194444444444444,0,0,0,0,1
120,1,1,0,0,5667.0,2667.0,180.0,360.0,1.0,1,8.64259160081057,7.889084407035514,5.198497031265826,0,0,0.5,0,0,0,0,0
121,0,0,0,0,4166.0,0.0,44.0,360.0,1.0,1,8.334951631422454,0.0,3.8066624897703196,0,0,0.12222222222222222,0,0,0,1,0
122,0,0,0,0,2137.0,2297.25,137.0,360.0,1.0,1,7.6676260915849905,9.10286651367095,4.927253685157205,0,0,0.38055555555555554,0,0,0,1,0
123,1,1,0,0,2957.0,0.0,81.0,360.0,1.0,1,7.992268643270745,0.0,4.406719247264253,0,0,0.225,0,1,0,1,0
124,1,1,1,0,4300.0,2014.0,194.0,360.0,1.0,1,8.366602832783736,7.608374474380783,5.272999558563747,0,0,0.5388888888888889,0,0,0,0,0
125,0,0,0,0,3692.0,0.0,93.0,360.0,1.0,1,8.214194414852564,0.0,4.543294782270004,0,0,0.25833333333333336,0,0,0,0,0
126,1,1,0,0,23803.0,0.0,164.75,360.0,1.0,1,10.077608912764743,0.0,5.916202062607435,0,0,1.0277777777777777,0,0,1,0,0
127,1,0,0,0,3865.0,1640.0,146.41216216216216,360.0,1.0,1,8.259975659768276,7.403061091090091,4.9932324876279095,0,0,0.40670045045045045,0,0,0,0,0
128,1,1,0,1,10513.0,3850.0,160.0,180.0,1.0,0,9.260462981379394,8.25608813381491,5.081404364984463,0,0,0.8888888888888888,1,0,0,0,1
129,1,1,0,0,6080.0,2569.0,182.0,360.0,1.0,0,8.71292443512011,7.851661177889265,5.209486152841421,0,0,0.5055555555555555,0,0,0,0,0
130,1,0,0,1,20166.0,0.0,164.75,480.0,1.0,1,9.911802884139842,0.0,6.478509642208569,0,0,1.3541666666666667,0,0,0,0,1
131,1,0,0,0,2014.0,1929.0,74.0,360.0,1.0,1,7.608374474380783,7.5652752818989315,4.31748811353631,0,0,0.20555555555555555,0,0,0,0,1
132,1,0,0,0,2718.0,0.0,70.0,360.0,1.0,1,7.908019444632471,0.0,4.2626798770413155,0,0,0.19444444444444445,0,0,0,1,0
133,1,1,0,1,3459.0,0.0,25.0,120.0,1.0,1,8.14902386805177,0.0,3.258096538021482,0,0,0.20833333333333334,0,0,0,1,0
134,1,0,0,0,4895.0,0.0,102.0,360.0,1.0,1,8.496173824192162,0.0,4.634728988229636,0,0,0.2833333333333333,0,0,0,1,0
135,1,1,0,0,4000.0,2297.25,164.75,360.0,1.0,0,8.294299608857235,8.955577146281511,5.673323267171493,0,0,0.8055555555555556,0,0,1,1,0
136,0,1,0,0,4583.0,0.0,84.0,360.0,1.0,0,8.430327258394575,0.0,4.442651256490317,0,0,0.23333333333333334,0,0,0,0,0
137,1,1,0,1,3316.0,3500.0,88.0,360.0,1.0,1,8.106816038947052,8.160803920954665,4.48863636973214,0,0,0.24444444444444444,0,1,0,0,1
138,1,0,0,0,14999.0,0.0,242.0,360.0,1.0,0,9.615805480084347,0.0,5.493061443340548,0,0,0.6722222222222223,0,0,0,1,0
139,1,1,1,0,4200.0,1430.0,129.0,360.0,1.0,0,8.343077871169383,7.266128779556451,4.867534450455582,0,0,0.35833333333333334,0,1,0,0,0
140,1,1,0,0,5042.0,2083.0,185.0,360.0,1.0,0,8.525756422076725,7.642044402873258,5.225746673713202,0,0,0.5138888888888888,0,1,0,0,0
141,1,0,0,0,5417.0,0.0,168.0,360.0,1.0,1,8.59748202264504,0.0,5.1298987149230735,0,0,0.4666666666666667,0,0,0,0,1
142,1,0,0,1,6950.0,0.0,175.0,180.0,1.0,1,8.846640813100485,0.0,5.170483995038151,0,0,0.9722222222222222,0,0,0,1,0
143,1,1,0,0,2698.0,2034.0,122.0,360.0,1.0,1,7.900636613018005,7.618251097876695,4.812184355372417,0,0,0.3388888888888889,0,0,0,1,0
144,1,1,0,0,11757.0,0.0,187.0,180.0,1.0,1,9.3722891389622,0.0,5.236441962829949,0,0,1.038888888888889,0,1,0,0,1
145,0,1,0,0,2330.0,4486.0,100.0,360.0,1.0,1,7.754052639035757,8.408939605975984,4.61512051684126,0,0,0.2777777777777778,0,0,0,1,0
146,0,1,0,0,14866.0,0.0,70.0,360.0,1.0,1,9.60689927061335,0.0,4.2626798770413155,0,0,0.19444444444444445,0,1,0,0,1
147,1,1,0,0,1538.0,1425.0,30.0,360.0,1.0,1,7.338888133838879,7.262628600974241,3.4339872044851463,0,0,0.08333333333333333,1,0,0,0,1
148,0,0,0,0,10000.0,1666.0,225.0,360.0,1.0,0,9.210440366976517,7.418780882750794,5.420534999272286,0,0,0.625,0,0,0,0,0
149,1,1,0,0,4860.0,830.0,125.0,360.0,1.0,1,8.488999457045455,6.7226297948554485,4.836281906951478,0,0,0.3472222222222222,0,0,0,1,0
150,1,0,0,0,6277.0,0.0,118.0,360.0,1.0,0,8.744806737401898,0.0,4.77912349311153,0,0,0.3277777777777778,0,0,0,0,0
151,1,1,0,1,2577.0,3750.0,152.0,360.0,1.0,1,7.8547691834991324,8.229777750081887,5.030437921392435,0,0,0.4222222222222222,0,0,0,0,0
152,1,0,0,0,9166.0,0.0,244.0,360.0,1.0,0,9.123365357961776,0.0,5.501258210544727,0,0,0.6777777777777778,0,0,0,0,1
153,1,1,1,0,2281.0,0.0,113.0,360.0,1.0,0,7.732807530422021,0.0,4.736198448394496,0,0,0.3138888888888889,0,1,0,0,0
154,1,0,0,0,3254.0,0.0,50.0,360.0,1.0,1,8.08794755464267,0.0,3.9318256327243257,0,0,0.1388888888888889,0,0,0,0,1
155,1,1,0,0,39999.0,0.0,164.75,180.0,1.0,1,10.596634733096073,0.0,6.398594934535208,0,0,3.3333333333333335,0,0,1,1,0
156,1,1,0,0,6000.0,0.0,160.0,360.0,1.0,1,8.699681400989514,0.0,5.081404364984463,0,0,0.4444444444444444,1,0,0,0,0
157,1,1,0,0,9538.0,0.0,187.0,360.0,1.0,1,9.163143937145207,0.0,5.236441962829949,0,0,0.5194444444444445,1,0,0,0,1
158,1,0,0,0,2980.0,2083.0,120.0,360.0,1.0,1,8.000014093678072,7.642044402873258,4.795790545596741,0,0,0.3333333333333333,0,0,0,0,0
159,1,1,0,0,4583.0,5625.0,255.0,360.0,1.0,1,8.430327258394575,8.635153989049803,5.545177444479562,0,0,0.7083333333333334,0,0,0,1,0
160,1,1,1,0,1863.0,1041.0,98.0,360.0,1.0,1,7.530479995245536,6.948897222313312,4.59511985013459,0,0,0.2722222222222222,0,0,0,1,0
161,1,1,0,0,7933.0,0.0,164.75,360.0,1.0,0,8.978912601074276,0.0,5.62040086571715,0,0,0.7638888888888888,0,0,0,0,1
162,1,1,0,0,3089.0,1280.0,121.0,360.0,1.0,0,8.035926369891792,7.155396301896734,4.804021044733257,0,0,0.33611111111111114,1,0,0,1,0
163,1,1,0,0,4167.0,1447.0,158.0,360.0,1.0,1,8.335191583433202,7.277938572945661,5.0689042022202315,0,0,0.4388888888888889,0,1,0,0,0
164,1,1,0,0,9323.0,0.0,75.0,180.0,1.0,1,9.140347000155648,0.0,4.330733340286331,0,0,0.4166666666666667,0,0,0,0,1
165,1,1,0,0,3707.0,3166.0,182.0,342.0,1.0,1,8.218247926685745,8.06054004653864,5.209486152841421,0,0,0.5321637426900585,0,0,0,0,0
166,0,1,0,0,4583.0,0.0,112.0,360.0,1.0,0,8.430327258394575,0.0,4.727387818712341,0,0,0.3111111111111111,0,0,0,0,0
167,1,1,0,0,2439.0,3333.0,129.0,360.0,1.0,1,7.799753318287247,8.111928063310739,4.867534450455582,0,0,0.35833333333333334,0,0,0,0,0
168,1,0,0,0,2237.0,0.0,63.0,480.0,1.0,0,7.71333788887187,0.0,4.1588830833596715,0,0,0.13125,0,0,0,1,0
169,1,1,0,0,8000.0,0.0,200.0,360.0,1.0,1,8.987321812850125,0.0,5.303304908059076,0,0,0.5555555555555556,0,1,0,1,0
170,1,1,1,0,1820.0,1769.0,95.0,360.0,1.0,1,7.507141079727608,7.478734825567875,4.564348191467836,0,0,0.2638888888888889,0,0,0,0,0
171,1,1,0,0,51763.0,0.0,164.75,300.0,1.0,1,10.85445020594156,0.0,6.55250788703459,0,0,2.3333333333333335,0,0,1,0,1
172,1,1,1,0,3522.0,0.0,81.0,180.0,1.0,0,8.167068178341237,0.0,4.406719247264253,0,0,0.45,0,0,1,0,0
173,1,1,0,0,5708.0,5625.0,187.0,360.0,1.0,1,8.64979915596426,8.635153989049803,5.236441962829949,0,0,0.5194444444444445,0,0,0,1,0
